!!SBtab TableName='Reaction' TableType='Reaction'						
!Reaction	!SumFormula	!Reaction:Identifiers:kegg.reaction	!IsReversible	!Gene		
PTS_RPTSsy	D_Glucose + Phosphoenolpyruvate <=> Pyruvate + D_Glucose_6_phosphate	RPTSsy	1	PTS		
standard Gibbs energy of formation	D_Glyceraldehyde_3_phosphate	C00118	-497			
standard Gibbs energy of formation	Phosphoenolpyruvate	C00074	-582			
standard Gibbs energy of formation	Citrate	C00158	-1.08e+03			
standard Gibbs energy of formation	Succinyl_CoA	C00091	-1.02e+03			
standard Gibbs energy of formation	_3_Phospho_D_glycerate	C00197	-816			
standard Gibbs energy of formation	D_Glucono_1_5_lactone_6_phosphate	C01236	-853			
standard Gibbs energy of formation	D_Fructose_6_phosphate	C00085	-803			
standard Gibbs energy of formation	_2_Phospho_D_glycerate	C00631	-812			
standard Gibbs energy of formation	Succinate	C00042	-537			
standard Gibbs energy of formation	Sedoheptulose_7_phosphate	C05382	-898			
!!SBtab TableName='GibbsEnergyOfReaction' TableType='Quantity' Unit='kJ/mol' StandardConcentration='1mM'						
!QuantityType	!Reaction	!Reaction:Identifiers:kegg.reaction	!dG0	!OriginaldG0	!SumFormula	
standard Gibbs energy of reaction	PTS_RPTSsy	RPTSsy	-44.3	-44.3	D_Glucose + Phosphoenolpyruvate <=> Pyruvate + D_Glucose_6_phosphate	
standard Gibbs energy of reaction	PGI_R02740	R02740	2.51	2.51	D_Glucose_6_phosphate <=> D_Fructose_6_phosphate	
standard Gibbs energy of reaction	PFK_R04779	R04779	-18.5	-18.5	ATP + D_Fructose_6_phosphate <=> ADP + D_Fructose_1_6_bisphosphate	
standard Gibbs energy of reaction	ALD_R01070	R01070	4.13	4.13	D_Fructose_1_6_bisphosphate <=> Glycerone_phosphate + D_Glyceraldehyde_3_phosphate	
standard Gibbs energy of reaction	TIM_R01015	R01015	5.53	5.53	Glycerone_phosphate <=> D_Glyceraldehyde_3_phosphate	
standard Gibbs energy of reaction	GAP_R01061	R01061	19.7	19.7	Orthophosphate + NADplus + D_Glyceraldehyde_3_phosphate <=> NADH + _3_Phospho_D_glyceroyl_phosphate	
standard Gibbs energy of reaction	PGK_R01512	R01512	-18.7	-18.7	ADP + _3_Phospho_D_glyceroyl_phosphate <=> ATP + _3_Phospho_D_glycerate	
standard Gibbs energy of reaction	PGM_R01518	R01518	4.14	4.14	_3_Phospho_D_glycerate <=> _2_Phospho_D_glycerate	
standard Gibbs energy of reaction	PGH_R00658	R00658	-4.09	-4.09	_2_Phospho_D_glycerate <=> H2O + Phosphoenolpyruvate	
standard Gibbs energy of reaction	PYK_R00200	R00200	-24.8	-24.8	ADP + Phosphoenolpyruvate <=> Pyruvate + ATP	
standard Gibbs energy of reaction	PDH_R00209	R00209	-35.5	-35.5	Pyruvate + NADplus + CoA <=> Acetyl_CoA + NADH + CO2	
standard Gibbs energy of reaction	ZWF_R00835	R00835	-6.35	-6.34	NADPplus + D_Glucose_6_phosphate <=> NADPH + D_Glucono_1_5_lactone_6_phosphate	
standard Gibbs energy of reaction	GLH_R02035	R02035	-24.7	-24.6	H2O + D_Glucono_1_5_lactone_6_phosphate <=> _6_Phospho_D_gluconate	
standard Gibbs energy of reaction	PGD_R01528	R01528	-6.23	-6.23	_6_Phospho_D_gluconate + NADPplus <=> NADPH + D_Ribulose_5_phosphate + CO2	
standard Gibbs energy of reaction	RPI_R01056	R01056	-2.03	-2.03	D_Ribulose_5_phosphate <=> D_Ribose_5_phosphate	
standard Gibbs energy of reaction	RPE_R01529	R01529	-3.38	-3.38	D_Ribulose_5_phosphate <=> D_Xylulose_5_phosphate	
standard Gibbs energy of reaction	TXT_R01641	R01641	-3.86	-3.85	D_Xylulose_5_phosphate + D_Ribose_5_phosphate <=> D_Glyceraldehyde_3_phosphate + Sedoheptulose_7_phosphate	
standard Gibbs energy of reaction	TAL_R08575	R08575	-0.688	-0.687	D_Glyceraldehyde_3_phosphate + Sedoheptulose_7_phosphate <=> D_Erythrose_4_phosphate + D_Fructose_6_phosphate	
standard Gibbs energy of reaction	TXT_R01067	R01067	-10.1	-10.1	D_Erythrose_4_phosphate + D_Xylulose_5_phosphate <=> D_Glyceraldehyde_3_phosphate + D_Fructose_6_phosphate	
standard Gibbs energy of reaction	FBP_R00762	R00762	-26.8	-26.8	H2O + D_Fructose_1_6_bisphosphate <=> Orthophosphate + D_Fructose_6_phosphate	
standard Gibbs energy of reaction	CSN_R00351	R00351	-38.5	-38.4	Acetyl_CoA + H2O + Oxaloacetate <=> CoA + Citrate	
standard Gibbs energy of reaction	ACN_R00351	R00351	8.33	8.32	Citrate <=> cis_Aconitate + H2O	
standard Gibbs energy of reaction	ACN_R01900	R01900	-0.687	-0.687	cis_Aconitate + H2O <=> Isocitrate	
standard Gibbs energy of reaction	ICD_R00709	R00709	-11.4	-11.4	NADplus + Isocitrate <=> NADH + _2_Oxoglutarate + CO2	
standard Gibbs energy of reaction	KGD_R08549	R08549	-28.4	-28.3	NADplus + _2_Oxoglutarate + CoA <=> NADH + CO2 + Succinyl_CoA	
standard Gibbs energy of reaction	SCS_R00405	R00405	1.34	1.34	Orthophosphate + ADP + Succinyl_CoA <=> ATP + CoA + Succinate	
standard Gibbs energy of reaction	SDH_R02164	R02164	-21.6	-21.6	Ubiquinone + Succinate <=> Fumarate + Ubiquinol	
standard Gibbs energy of reaction	FUM_R01082	R01082	-3.45	-3.45	Fumarate + H2O <=> _S__Malate	
standard Gibbs energy of reaction	MDH_R00342	R00342	26.9	26.9	_S__Malate + NADplus <=> NADH + Oxaloacetate	
!!SBtab TableName='Concentration' TableType='Quantity' Unit='mM'						
!QuantityType	!Compound	!Compound:Identifiers:kegg.compound	!Concentration			
concentration	_S__Malate	C00149	1.68			
concentration	Acetyl_CoA	C00024	0.606			
concentration	Fumarate	C00122	0.115			
concentration	cis_Aconitate	C00417	0.0161			
concentration	_6_Phospho_D_gluconate	C00345	3.81			
concentration	Orthophosphate	C00009	NaN			
concentration	Pyruvate	C00022	0.39			
concentration	NADPplus	C00006	0.00208			
concentration	NADPH	C00005	0.121			
concentration	NADH	C00004	0.0832			
concentration	NADplus	C00003	2.55			
concentration	ATP	C00002	9.63			
concentration	H2O	C00001	NaN			
concentration	_2_Oxoglutarate	C00026	0.443			
concentration	Oxaloacetate	C00036	NaN			
concentration	Ubiquinone	C00399	NaN			
concentration	D_Erythrose_4_phosphate	C00279	NaN			
concentration	Ubiquinol	C00390	NaN			
concentration	ADP	C00008	0.555			
concentration	Isocitrate	C00311	0.02			
concentration	D_Ribulose_5_phosphate	C00199	NaN			
concentration	D_Xylulose_5_phosphate	C00231	NaN			
concentration	D_Glucose_6_phosphate	C00092	8.75			
concentration	_3_Phospho_D_glyceroyl_phosphate	C00236	NaN			
concentration	CoA	C00010	1.37			
concentration	CO2	C00011	NaN			
concentration	D_Ribose_5_phosphate	C00117	1.32			
concentration	Glycerone_phosphate	C00111	0.374			
concentration	D_Glucose	C00031	17.4			
concentration	D_Fructose_1_6_bisphosphate	C00354	15.2			
concentration	D_Glyceraldehyde_3_phosphate	C00118	NaN			
concentration	Phosphoenolpyruvate	C00074	0.184			
concentration	Citrate	C00158	1.96			
concentration	Succinyl_CoA	C00091	0.233			
concentration	_3_Phospho_D_glycerate	C00197	1.54			
concentration	D_Glucono_1_5_lactone_6_phosphate	C01236	NaN			
concentration	D_Fructose_6_phosphate	C00085	NaN			
concentration	_2_Phospho_D_glycerate	C00631	NaN			
concentration	Succinate	C00042	0.569			
concentration	Sedoheptulose_7_phosphate	C05382	NaN			
!!SBtab TableName='EnzymeConcentration' TableType='Quantity' Unit='mM'						
!QuantityType	!Reaction	!Reaction:Identifiers:kegg.reaction	!EnzymeConcentration			
concentration of enzyme	PTS_RPTSsy	RPTSsy	0.00528			
concentration of enzyme	PGI_R02740	R02740	0.00443			
concentration of enzyme	PFK_R04779	R04779	0.00246			
concentration of enzyme	ALD_R01070	R01070	NaN			
concentration of enzyme	TIM_R01015	R01015	0.00613			
concentration of enzyme	GAP_R01061	R01061	0.0241			
concentration of enzyme	PGK_R01512	R01512	0.0145			
concentration of enzyme	PGM_R01518	R01518	0.00806			
concentration of enzyme	PGH_R00658	R00658	0.0249			
concentration of enzyme	PYK_R00200	R00200	0.00766			
concentration of enzyme	PDH_R00209	R00209	0.00777			
concentration of enzyme	ZWF_R00835	R00835	0.0014			
concentration of enzyme	GLH_R02035	R02035	0.00178			
concentration of enzyme	PGD_R01528	R01528	0.0135			
concentration of enzyme	RPI_R01056	R01056	0.00362			
concentration of enzyme	RPE_R01529	R01529	0.00236			
concentration of enzyme	TXT_R01641	R01641	NaN			
concentration of enzyme	TAL_R08575	R08575	0.0099			
concentration of enzyme	TXT_R01067	R01067	0.0018			
concentration of enzyme	FBP_R00762	R00762	NaN			
concentration of enzyme	CSN_R00351	R00351	0.00604			
concentration of enzyme	ACN_R00351	R00351	0.00604			
concentration of enzyme	ACN_R01900	R01900	0.00603			
concentration of enzyme	ICD_R00709	R00709	0.0179			
concentration of enzyme	KGD_R08549	R08549	NaN			
concentration of enzyme	SCS_R00405	R00405	NaN			
concentration of enzyme	SDH_R02164	R02164	NaN			
concentration of enzyme	FUM_R01082	R01082	0.0016			
concentration of enzyme	MDH_R00342	R00342	0.0241			
!!SBtab TableName='Position' TableType='Position'						
!Element	!PositionX	!PositionY				
_S__Malate	0.328	0.0951				
Acetyl_CoA	0.359	0.229				
Fumarate	0.362	-0.00161				
cis_Aconitate	0.562	0.21				
_6_Phospho_D_gluconate	0.616	0.957				
Orthophosphate	0.0564	0.638				
Pyruvate	0.352	0.309				
NADPplus	0.0595	0.388				
NADPH	0.0611	0.447				
NADH	0.0595	0.562				
NADplus	0.058	0.506				
ATP	0.0564	0.698				
H2O	0.449	0.128				
_2_Oxoglutarate	0.644	0.0556				
Oxaloacetate	0.356	0.176				
Ubiquinone	0.331	-0.00941				
D_Erythrose_4_phosphate	0.504	0.871				
Ubiquinol	0.317	-0.0326				
ADP	0.0549	0.758				
Isocitrate	0.638	0.138				
D_Ribulose_5_phosphate	0.668	0.871				
D_Xylulose_5_phosphate	0.609	0.841				
D_Glucose_6_phosphate	0.352	0.965				
_3_Phospho_D_glyceroyl_phosphate	0.352	0.642				
CoA	0.392	0.279				
CO2	0.545	0.124				
D_Ribose_5_phosphate	0.614	0.761				
Glycerone_phosphate	0.268	0.746				
D_Glucose	0.111	0.966				
D_Fructose_1_6_bisphosphate	0.352	0.828				
D_Glyceraldehyde_3_phosphate	0.352	0.721				
Phosphoenolpyruvate	0.352	0.407				
Citrate	0.446	0.221				
Succinyl_CoA	0.586	-0.0187				
_3_Phospho_D_glycerate	0.352	0.569				
D_Glucono_1_5_lactone_6_phosphate	0.494	0.983				
D_Fructose_6_phosphate	0.352	0.895				
_2_Phospho_D_glycerate	0.352	0.486				
Succinate	0.466	-0.0512				
Sedoheptulose_7_phosphate	0.575	0.822				
PTS_RPTSsy	0.181	0.965				
PGI_R02740	0.352	0.924				
PFK_R04779	0.334	0.859				
ALD_R01070	0.352	0.791				
TIM_R01015	0.297	0.717				
GAP_R01061	0.352	0.683				
PGK_R01512	0.352	0.606				
PGM_R01518	0.352	0.524				
PGH_R00658	0.352	0.438				
PYK_R00200	0.352	0.354				
PDH_R00209	0.352	0.266				
ZWF_R00835	0.429	0.983				
GLH_R02035	0.585	0.974				
PGD_R01528	0.651	0.919				
RPI_R01056	0.664	0.801				
RPE_R01529	0.637	0.86				
TXT_R01641	0.502	0.736				
TAL_R08575	0.567	0.887				
TXT_R01067	0.427	0.838				
FBP_R00762	0.372	0.857				
CSN_R00351	0.393	0.198				
ACN_R00351	0.506	0.224				
ACN_R01900	0.614	0.176				
ICD_R00709	0.645	0.1				
KGD_R08549	0.622	0.0169				
SCS_R00405	0.535	-0.0373				
SDH_R02164	0.402	-0.0392				
FUM_R01082	0.34	0.0355				
MDH_R00342	0.334	0.141				
